,merge,path,smell,entropy,setname,class,select,features,criticality,rate,comments,multi,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
30,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cxf.tools.wsdlto.databinding.jaxb.JAXBDataBinding_merged_44.txt,blob,2.084339595447666,all,org.apache.cxf.tools.wsdlto.databinding.jaxb.JAXBDataBinding,True,"['LOC', 'CBO', 'WMC', 'RFC', 'WOC_type']",2,,"
It is hard to understand 
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
31,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cxf.tools.wsdlto.jaxws.CodeGenBugTest_merged_48.txt,blob,2.0866368274829044,all,org.apache.cxf.tools.wsdlto.jaxws.CodeGenBugTest,True,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'ATFD_type']",2,,"
Not maintainable, hard to udnerstad
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
32,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cxf.tools.wsdlto.WSDLToJavaContainer_merged_50.txt,blob,2.021032542076683,all,org.apache.cxf.tools.wsdlto.WSDLToJavaContainer,True,"['LOC', 'WMC', 'WOC_type', 'NOAM_type', 'RFC']",2,,"
Too much LOC, the code cannot be understood
",False,0,0,0,1,1,0,0,0,0,1,1,0,0,0
33,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.iri.impl.LexerHost_merged_54.txt,blob,2.2373789422121018,all,org.apache.jena.iri.impl.LexerHost,True,"['LOC', 'WMC', 'NOAM_type', 'NOCS_package', 'RFC']",1,,"
This is too large, horrible to see.
",False,0,0,0,1,0,0,0,0,0,1,1,0,0,0
34,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.iri.impl.LexerScheme_merged_57.txt,blob,2.116994239968689,all,org.apache.jena.iri.impl.LexerScheme,False,"['LOC', 'CBO', 'WMC', 'C3', 'WOC_type']",1,,"
The scheme is too confusing, its true.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
35,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.iri.impl.LexerXHost_merged_59.txt,blob,2.2278872732498205,all,org.apache.jena.iri.impl.LexerXHost,True,"['CBO', 'LOC', 'WMC', 'num_final_static_attributes', 'RFC']",1,,"
The class is too large, it's true. 
",False,0,0,0,1,0,0,0,0,1,1,1,0,0,0
36,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.iri.ViolationCodes_merged_61.txt,blob,1.90686386787483,all,org.apache.jena.iri.ViolationCodes,False,"['LOC', 'WMC', 'RFC', 'C3', 'NOAM_type']",1,,"
The class is too large, it's true. 
",False,0,0,0,1,0,0,0,1,0,1,1,0,0,0
37,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.jdbc.connections.AbstractJenaConnectionTests_merged_62.txt,blob,2.170891882904756,all,org.apache.jena.jdbc.connections.AbstractJenaConnectionTests,False,"['LOC', 'WMC', 'CBO', 'num_final_static_attributes', 'NOPA_type']",1,,"
The connection should be managed better, but not seems to be too late.
",False,1,0,0,0,0,0,0,0,1,1,1,0,0,0
38,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.jdbc.connections.JenaConnection_merged_63.txt,blob,2.066852083798396,all,org.apache.jena.jdbc.connections.JenaConnection,False,"['LOC', 'CBO', 'WMC', 'num_final_static_attributes', 'NOCS_package']",1,,"
The connection should be managed better, but not seems to be too late.
",False,1,0,0,0,0,0,0,0,1,1,1,0,0,0
39,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.jdbc.JenaDriver_merged_64.txt,blob,2.0511511908794855,all,org.apache.jena.jdbc.JenaDriver,False,"['LOC', 'WMC', 'CBO', 'NOAM_type', 'WOC_type']",1,,"
Also the driver should be better managed.
",False,0,0,0,0,0,1,0,0,1,1,1,0,0,0
40,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.ontology.impl.OntResourceImpl_merged_75.txt,blob,2.266986725198866,all,org.apache.jena.ontology.impl.OntResourceImpl,True,"['LOC', 'CBO', 'RFC', 'WOC_type', 'TCC_type']",1,,"
Resources are something we have to look at.
",False,0,0,0,0,0,1,0,1,1,1,1,0,0,0
41,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.ontology.impl.TestResource_merged_78.txt,blob,2.131142917341535,all,org.apache.jena.ontology.impl.TestResource,True,"['LOC', 'CBO', 'WMC', 'WOC_type', 'NOAM_type']",2,,"
Resources are something we have to look at.
",False,0,0,0,0,0,1,0,0,1,1,1,0,0,0
42,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.ontology.Profile_merged_79.txt,blob,2.2935593522860276,all,org.apache.jena.ontology.Profile,True,"['number_abstract_methods', 'LOC', 'C3', 'RFC', 'WMC']",1,,"
The class has been introduce for a reason, but then it underwent too many changes too often, becoming something to care about. 
",False,0,1,0,0,0,0,0,1,0,1,1,0,0,0
43,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.rdf.model.test.TestSeqMethods_merged_92.txt,blob,2.3038589262522597,all,org.apache.jena.rdf.model.test.TestSeqMethods,True,"['C3', 'RFC', 'LOC', 'WMC', 'CBO']",1,,"
The sequences are too many, this is the point.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
44,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.rdfxml.xmlinput.NTriple_merged_93.txt,blob,2.1366388530511182,all,org.apache.jena.rdfxml.xmlinput.NTriple,True,"['LOC', 'CBO', 'WMC', 'WOC_type', 'RFC']",2,,"
Thanks for your email, it is indeed a huge class that does too many things
",False,0,0,0,1,0,0,0,0,1,1,1,0,0,0
45,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.rdfxml.xmloutput.impl.Unparser_merged_96.txt,blob,2.0170069487518516,all,org.apache.jena.rdfxml.xmloutput.impl.Unparser,True,"['WMC', 'CBO', 'NOAM_type', 'C3', 'RFC']",2,,"
This is a large class that should be made better.
",False,0,0,0,1,0,0,0,1,1,1,1,0,0,0
46,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.reasoner.rulesys.impl.LPInterpreter_merged_99.txt,blob,2.257469858270821,all,org.apache.jena.reasoner.rulesys.impl.LPInterpreter,True,"['LOC', 'RFC', 'C3', 'WMC', 'CBO']",1,,"
The class is too large.
",False,0,0,0,1,0,0,0,1,1,1,1,0,0,0
47,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.reasoner.rulesys.impl.RuleClauseCode_merged_100.txt,blob,2.274613516712563,all,org.apache.jena.reasoner.rulesys.impl.RuleClauseCode,True,"['RFC', 'C3', 'LOC', 'TCC_type', 'WMC']",1,,"
The class is too large, it's true. 
",False,0,0,0,1,0,0,0,1,0,1,1,0,0,0
48,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.reasoner.rulesys.test.TestBackchainer_merged_102.txt,blob,2.2567060524065496,all,org.apache.jena.reasoner.rulesys.test.TestBackchainer,True,"['RFC', 'LOC', 'WOC_type', 'WMC', 'C3']",1,,"
The class is too large.
",False,0,0,0,1,0,0,0,1,0,1,1,0,0,0
49,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.reasoner.rulesys.test.TestBasicLP_merged_103.txt,blob,2.2312874851778073,all,org.apache.jena.reasoner.rulesys.test.TestBasicLP,True,"['LOC', 'RFC', 'WMC', 'C3', 'NOCS_package']",1,,"
Too many LOC, we should refactor it.
",False,0,0,0,1,0,0,0,1,0,1,1,0,0,0
50,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.jena.reasoner.rulesys.test.TestBugs_merged_104.txt,blob,2.305197389615117,all,org.apache.jena.reasoner.rulesys.test.TestBugs,True,"['C3', 'RFC', 'LOC', 'WMC', 'WOC_type']",1,,"
The class is too large, it's true, but not a hige problem
",False,0,0,0,1,0,0,0,1,0,1,1,0,0,0
51,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.lucene.dependencies.GetMavenDependenciesTask_merged_108.txt,blob,2.292123559699796,all,org.apache.lucene.dependencies.GetMavenDependenciesTask,True,"['RFC', 'C3', 'NOCS_package', 'CBO', 'WMC']",1,,"
The class does too many things, but at the moment we cannot do anything else.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
52,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggester_merged_109.txt,blob,2.289655279575851,all,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggester,True,"['LOC', 'C3', 'RFC', 'WMC', 'CBO']",1,,"
The suggester may be divided in three classes at least, but now we have other priorities
",False,0,0,0,0,0,1,0,1,1,1,1,0,0,0
53,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggesterTest_merged_110.txt,blob,2.197702782089177,all,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggesterTest,True,"['RFC', 'LOC', 'CBO', 'C3', 'WMC']",1,,"
The class does not often change, so we can postpone.
",False,0,1,0,0,0,0,0,1,1,1,1,0,0,0
54,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.lucene.search.suggest.analyzing.AnalyzingSuggesterTest_merged_111.txt,blob,2.179934464361872,all,org.apache.lucene.search.suggest.analyzing.AnalyzingSuggesterTest,True,"['RFC', 'C3', 'NOAM_type', 'WMC', 'WOC_type']",1,,"
The class does not often change, so we can postpone.
",False,0,1,0,0,0,0,0,1,0,1,1,0,0,0
55,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.lucene.search.suggest.analyzing.FuzzySuggesterTest_merged_112.txt,blob,2.310697795917446,all,org.apache.lucene.search.suggest.analyzing.FuzzySuggesterTest,True,"['LOC', 'C3', 'WMC', 'CBO', 'RFC']",1,,"
The class does not often change, so we can postpone.
",False,0,1,0,0,0,0,0,1,1,1,1,0,0,0
56,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.lucene.search.suggest.jaspell.JaspellTernarySearchTrie_merged_113.txt,blob,2.3061868155279504,all,org.apache.lucene.search.suggest.jaspell.JaspellTernarySearchTrie,True,"['LOC', 'WMC', 'CBO', 'RFC', 'C3']",1,,"
The class does not often change, so we can postpone.
",False,0,1,0,0,0,0,0,1,1,1,1,0,0,0
57,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.lucene.validation.LibVersionsCheckTask_merged_114.txt,blob,2.285102853431271,all,org.apache.lucene.validation.LibVersionsCheckTask,True,"['RFC', 'C3', 'WMC', 'LOC', 'num_final_static_attributes']",1,,"
The class does too many things, but at the moment we cannot do anything else.
",False,0,0,0,0,1,0,0,1,0,1,1,0,0,0
58,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder_merged_122.txt,blob,2.130149647428022,all,org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder,False,"['LOC', 'CBO', 'WMC', 'WOC_type', 'RFC']",0,,"
Since this is a test, it is ok for us to have it a bit larger than other classes.
",False,0,0,0,0,0,0,1,0,1,1,1,0,0,0
59,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.backend.hadoop.hbase.HBaseStorage_merged_123.txt,blob,1.7225513203785596,all,org.apache.pig.backend.hadoop.hbase.HBaseStorage,False,"['RFC', 'C3', 'CBO', 'WMC', 'LOC']",0,,"
HBaseStorage manages the storage of Hbase: as there many things to consider, we need this class as it.
",False,0,0,0,0,0,1,0,1,1,1,1,0,0,0
60,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.Main_merged_124.txt,blob,2.1276188489572467,all,org.apache.pig.Main,False,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'RFC']",0,,"
the class just runs things, so why shall we modify it?
",False,0,1,0,0,0,0,0,0,1,1,1,0,0,0
61,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.pigunit.Cluster_merged_130.txt,blob,2.295687523595717,all,org.apache.pig.pigunit.Cluster,True,"['C3', 'RFC', 'WMC', 'NOCS_package', 'LOC']",1,,"
The cluster implements too many algorithms, it must be fixed. 
",False,0,0,0,0,0,1,0,1,0,1,1,0,0,0
62,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.pigunit.MiniClusterRunner_merged_131.txt,blob,2.2953601101151158,all,org.apache.pig.pigunit.MiniClusterRunner,True,"['RFC', 'LOC', 'Readability', 'WMC', 'C3']",1,,"
The cluster implements too many algorithms, it must be fixed. 
",False,0,0,0,0,0,1,0,1,0,1,1,0,0,0
63,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.pigunit.pig.GruntParser_merged_132.txt,blob,2.3080222655804534,all,org.apache.pig.pigunit.pig.GruntParser,True,"['NOII_type', 'RFC', 'num_static_not_final_attributes', 'C3', 'WMC']",1,,"
the parser may be improved.
",False,0,0,0,0,0,1,0,1,0,1,1,0,0,0
64,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.pigunit.PigTest_merged_134.txt,blob,2.313222001107137,all,org.apache.pig.pigunit.PigTest,True,"['C3', 'RFC', 'LOC', 'WMC', 'CBO']",1,,"
This is a test after all.
",False,0,0,0,0,0,0,1,1,1,1,1,0,0,0
65,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.junit.OrderedJUnit4Runner_merged_135.txt,blob,2.2566332728274636,all,org.apache.pig.test.junit.OrderedJUnit4Runner,True,"['C3', 'RFC', 'LOC', 'WMC', 'NOAM_type']",1,,"
this is a test and we do not refact tests.
",False,0,0,0,0,0,0,1,1,0,1,1,0,0,0
66,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.pigmix.mapreduce.L1_merged_136.txt,blob,2.1740255989077455,all,org.apache.pig.test.pigmix.mapreduce.L1,True,"['RFC', 'C3', 'LOC', 'WMC', 'WOC_type']",1,,"
The modifications to this class are generally simple, that's why we do not refactor it.
",False,0,1,0,0,0,0,0,1,0,1,1,0,0,0
67,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.pigmix.mapreduce.L10_merged_137.txt,blob,2.3115677267023473,all,org.apache.pig.test.pigmix.mapreduce.L10,True,"['LOC', 'RFC', 'C3', 'WMC', 'DIT_type']",1,,"
The modifications to this class are generally simple, that's why we do not refactor it.
",False,0,1,0,0,0,0,0,1,0,1,1,0,0,0
68,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.pigmix.mapreduce.L11_merged_138.txt,blob,2.2747499688286426,all,org.apache.pig.test.pigmix.mapreduce.L11,True,"['RFC', 'C3', 'WMC', 'LOC', 'MPC']",1,,"
The modifications to this class are generally simple, that's why we do not refactor it.
",False,0,1,0,0,0,0,0,1,1,1,1,0,0,0
69,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.pigmix.mapreduce.L12_merged_139.txt,blob,2.2541813195619267,all,org.apache.pig.test.pigmix.mapreduce.L12,True,"['C3', 'RFC', 'WMC', 'MPC', 'CBO']",1,,"
The modifications to this class are generally simple, that's why we do not refactor it.
",False,0,1,0,0,0,0,0,1,1,1,1,0,0,0
70,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.pigmix.mapreduce.L13_merged_140.txt,blob,2.28907215119315,all,org.apache.pig.test.pigmix.mapreduce.L13,True,"['RFC', 'C3', 'WMC', 'LOC', 'WOC_type']",1,,"
The modifications to this class are generally simple, that's why we do not refactor it.
",False,0,1,0,0,0,0,0,1,0,1,1,0,0,0
71,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.pigmix.mapreduce.L14_merged_141.txt,blob,2.2636844772092597,all,org.apache.pig.test.pigmix.mapreduce.L14,True,"['RFC', 'C3', 'LOC', 'WMC', 'CBO']",1,,"
The modifications to this class are generally simple, that's why we do not refactor it.
",False,0,1,0,0,0,0,0,1,1,1,1,0,0,0
72,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.pig.test.pigmix.mapreduce.L15_merged_142.txt,blob,2.246536460246326,all,org.apache.pig.test.pigmix.mapreduce.L15,True,"['RFC', 'MPC', 'C3', 'CBO', 'NOAM_type']",1,,"
The modifications to this class are generally simple, that's why we do not refactor it.
",False,0,1,0,0,0,0,0,1,1,1,0,0,0,0
